JobId,SessionId,Status,Reason,Created,Completed,Program,Name,Service,Instance,Tags,Usage (seconds)
clq4eptalb59o0ihiumg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:54:31.550849Z,2023-12-09T10:54:48.174012Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4ej1ptmuf3ee4ccsg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:54:04.957636Z,2023-12-09T10:54:22.869105Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4ec9ptmuf3ee4cc5g,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:53:37.203446Z,2023-12-09T10:53:56.781707Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4e5sqoufpj6ppb220,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:53:11.681018Z,2023-12-09T10:53:28.27617Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4dv4qoufpj6ppb1bg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:52:44.997642Z,2023-12-09T10:53:03.322611Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4do9ptmuf3ee4ca8g,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:52:17.761834Z,2023-12-09T10:52:36.347329Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4dhtalb59o0ihiqk0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:51:51.747437Z,2023-12-09T10:52:09.348117Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4dbr537dd6q62hedg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:51:27.599809Z,2023-12-09T10:51:43.799958Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4d4vcftmaupnriea0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:50:59.612516Z,2023-12-09T10:51:19.232123Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4cudalb59o0ihiop0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:50:33.172669Z,2023-12-09T10:50:51.522009Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4cnb537dd6q62hap0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:50:05.769586Z,2023-12-09T10:50:24.879109Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4cgb537dd6q62ha3g,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:49:37.222646Z,2023-12-09T10:49:56.08107Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4c9cp2taogfc9visg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:49:09.749804Z,2023-12-09T10:49:28.87646Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4c2r537dd6q62h8rg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:48:43.699196Z,2023-12-09T10:49:02.454919Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4bs9ptmuf3ee4c35g,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:48:17.401454Z,2023-12-09T10:48:35.438007Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4bl3537dd6q62h7fg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:47:48.749332Z,2023-12-09T10:48:08.641773Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4bevcftmaupnri770,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:47:23.470743Z,2023-12-09T10:47:39.149705Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4b83537dd6q62h6b0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:46:56.542729Z,2023-12-09T10:47:15.394214Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4b07cftmaupnri600,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:46:24.738726Z,2023-12-09T10:46:48.236262Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4aolalb59o0ihigqg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:45:54.393684Z,2023-12-09T10:46:16.167133Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4agpptmuf3ee4bv7g,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:45:23.544977Z,2023-12-09T10:45:45.58622Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4a94qoufpj6ppaksg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:44:52.25601Z,2023-12-09T10:45:15.085066Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4a0sqoufpj6ppak3g,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:44:19.81677Z,2023-12-09T10:44:44.062343Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq49plalb59o0ihidkg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:43:50.388252Z,2023-12-09T10:44:11.8845Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq49isp2taogfc9vaqg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:43:23.960436Z,2023-12-09T10:43:42.275074Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq49cb537dd6q62h0u0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:42:57.318571Z,2023-12-09T10:43:15.760704Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq495fcftmaupnri0a0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:42:29.349255Z,2023-12-09T10:42:48.470825Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq48upptmuf3ee4bqd0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:42:03.793788Z,2023-12-09T10:42:20.081739Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq48nhptmuf3ee4bprg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:41:34.679244Z,2023-12-09T10:41:55.812657Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq48htalb59o0ihi9vg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:41:11.537989Z,2023-12-09T10:41:26.930582Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq48ar537dd6q62gtg0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:40:43.434708Z,2023-12-09T10:41:02.406049Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4837cftmaupnrhs30,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:40:12.915565Z,2023-12-09T10:40:34.866735Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq47rsqoufpj6ppabf0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:39:43.538729Z,2023-12-09T10:40:04.513202Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq47lcqoufpj6ppaar0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:39:17.852776Z,2023-12-09T10:39:35.06404Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq47csqoufpj6ppaa7g,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:38:43.209325Z,2023-12-09T10:39:09.240119Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq478r537dd6q62goo0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:38:27.61823Z,2023-12-09T10:38:35.335906Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4764qoufpj6ppa9l0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:38:16.139715Z,2023-12-09T10:38:34.75401Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq473b537dd6q62go70,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:38:05.134225Z,2023-12-09T10:38:19.648761Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq46v4p2taogfc9v14g,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:37:48.613905Z,2023-12-09T10:38:07.734948Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq46spptmuf3ee4bi8g,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:37:39.59072Z,2023-12-09T10:37:56.808935Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq46nncftmaupnrhnb0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:37:18.955682Z,2023-12-09T10:37:40.030563Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq46mkp2taogfc9v0e0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:37:14.748603Z,2023-12-09T10:37:31.957678Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq46gb537dd6q62gmfg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:36:49.660177Z,2023-12-09T10:37:10.8478Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq46fr537dd6q62gmeg,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:36:47.909347Z,2023-12-09T10:37:05.567124Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq468sqoufpj6ppa6m0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:36:19.792737Z,2023-12-09T10:36:39.421014Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4684qoufpj6ppa6i0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:36:16.24193Z,2023-12-09T10:36:40.654356Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq462cqoufpj6ppa5og,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:35:53.731355Z,2023-12-09T10:36:11.875102Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq461kqoufpj6ppa5m0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:35:50.392103Z,2023-12-09T10:36:07.054613Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq45rkp2taogfc9utng,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:35:26.336007Z,2023-12-09T10:35:45.124988Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq45rb537dd6q62gk9g,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:35:25.62398Z,2023-12-09T10:35:41.713242Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq45khptmuf3ee4beq0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:34:58.8329Z,2023-12-09T10:35:18.514743Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq45k1ptmuf3ee4beng,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:34:56.071801Z,2023-12-09T10:35:17.611332Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq45ctalb59o0ihhuqg,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:34:27.192605Z,2023-12-09T10:34:51.052123Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq45cfcftmaupnrhjv0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:34:25.875049Z,2023-12-09T10:34:47.817268Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq455pptmuf3ee4bdl0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:33:59.318875Z,2023-12-09T10:34:18.322462Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4555alb59o0ihhu50,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:33:56.392436Z,2023-12-09T10:34:16.337877Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq44vsp2taogfc9urhg,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:33:35.775206Z,2023-12-09T10:33:50.980952Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq44v7cftmaupnrhiq0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:33:32.251564Z,2023-12-09T10:33:48.80298Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq44oj537dd6q62gha0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:33:06.037328Z,2023-12-09T10:33:27.557166Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq44odalb59o0ihht60,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:33:05.218447Z,2023-12-09T10:33:23.612843Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq44ifcftmaupnrhhig,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:32:41.391762Z,2023-12-09T10:32:57.903918Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq44h3537dd6q62ggp0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:32:36.628583Z,2023-12-09T10:32:56.406718Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq44bkp2taogfc9uq0g,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:32:14.164553Z,2023-12-09T10:32:32.583626Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq44bcqoufpj6ppa1e0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:32:13.276096Z,2023-12-09T10:32:29.14115Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq444sp2taogfc9upcg,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:31:47.712394Z,2023-12-09T10:32:05.92178Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq442talb59o0ihhrkg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:31:39.476737Z,2023-12-09T10:32:04.808851Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq43ukp2taogfc9uot0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:31:22.480941Z,2023-12-09T10:31:39.145307Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq43rpptmuf3ee4bag0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:31:11.041299Z,2023-12-09T10:31:30.065387Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq43mkqoufpj6pp9vo0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:30:50.642085Z,2023-12-09T10:31:14.918253Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq43l9ptmuf3ee4b9sg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:30:45.010821Z,2023-12-09T10:31:02.915113Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq43gcp2taogfc9unkg,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:30:25.196252Z,2023-12-09T10:30:43.049249Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq43dkp2taogfc9umi0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:30:14.78417Z,2023-12-09T10:30:36.616007Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq439cqoufpj6pp9t20,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:29:57.147381Z,2023-12-09T10:30:16.714987Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq436kqoufpj6pp9spg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:29:46.36991Z,2023-12-09T10:30:06.502692Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq432j537dd6q62gbq0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:29:30.212964Z,2023-12-09T10:29:49.010319Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq42utalb59o0ihhnfg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:29:15.362815Z,2023-12-09T10:29:38.222454Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq42sncftmaupnrhbmg,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:29:06.517071Z,2023-12-09T10:29:22.616403Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq42nfcftmaupnrhb6g,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:28:45.851189Z,2023-12-09T10:29:06.892963Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq42ltalb59o0ihhmn0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:28:39.290744Z,2023-12-09T10:28:58.139444Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq42gncftmaupnrhakg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:28:18.014611Z,2023-12-09T10:28:37.198785Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq42ekqoufpj6pp9rdg,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:28:10.412713Z,2023-12-09T10:28:31.030835Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq429cp2taogfc9uirg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:27:49.833857Z,2023-12-09T10:28:09.527521Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq427lalb59o0ihhlr0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:27:42.010612Z,2023-12-09T10:28:01.31891Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq422lalb59o0ihhlg0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:27:22.429582Z,2023-12-09T10:27:41.447844Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq420ncftmaupnrh9f0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:27:14.703764Z,2023-12-09T10:27:33.626371Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq41rsp2taogfc9uhp0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:26:55.552985Z,2023-12-09T10:27:14.534337Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq41pr537dd6q62g96g,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:26:47.796182Z,2023-12-09T10:27:06.598178Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq41ksp2taogfc9uh5g,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:26:27.03341Z,2023-12-09T10:26:47.607519Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq41jpptmuf3ee4b2sg,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:26:23.187169Z,2023-12-09T10:26:39.647801Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq41ecp2taogfc9ugq0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:26:01.690707Z,2023-12-09T10:26:19.522976Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq41d3537dd6q62g7ug,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:25:56.509279Z,2023-12-09T10:26:15.035029Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq416talb59o0ihhjbg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:25:31.994013Z,2023-12-09T10:25:53.053493Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq414pptmuf3ee4b1m0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:25:23.633235Z,2023-12-09T10:25:48.324356Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4105alb59o0ihhis0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:25:04.200297Z,2023-12-09T10:25:22.299562Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq40tvcftmaupnrh6n0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:24:55.735566Z,2023-12-09T10:25:15.417764Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq40olalb59o0ihhi90,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:24:34.536619Z,2023-12-09T10:24:56.590115Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq40mlalb59o0ihhi40,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:24:26.234966Z,2023-12-09T10:24:46.595426Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq40hsqoufpj6pp9n00,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:24:07.191176Z,2023-12-09T10:24:25.250094Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq40fkqoufpj6pp9mn0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:23:58.407101Z,2023-12-09T10:24:17.968884Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq40acp2taogfc9udu0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:23:37.98409Z,2023-12-09T10:23:57.637768Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4097cftmaupnrh4u0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:23:32.982543Z,2023-12-09T10:23:50.853144Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq403j537dd6q62g4o0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:23:10.947257Z,2023-12-09T10:23:30.011156Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq4027cftmaupnrh47g,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:23:04.981009Z,2023-12-09T10:23:24.782871Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3vrkp2taogfc9ucsg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:22:38.197557Z,2023-12-09T10:23:02.141377Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3vqcqoufpj6pp9l00,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:22:33.759395Z,2023-12-09T10:22:56.85826Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3vkpptmuf3ee4ati0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:22:11.128784Z,2023-12-09T10:22:29.454396Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3vjlalb59o0ihhf10,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:22:06.070702Z,2023-12-09T10:22:25.673495Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3vddalb59o0ihhemg,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:21:41.34658Z,2023-12-09T10:22:02.488668Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3vdcqoufpj6pp9k4g,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:21:41.174124Z,2023-12-09T10:21:57.857461Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3v6ncftmaupnrh2c0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:21:14.968671Z,2023-12-09T10:21:32.467953Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3v6b537dd6q62g2kg,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:21:13.784998Z,2023-12-09T10:21:31.858055Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3v03537dd6q62g26g,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:20:48.668168Z,2023-12-09T10:21:05.608404Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3utvcftmaupnrh1i0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:20:39.256292Z,2023-12-09T10:21:05.42069Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3up9ptmuf3ee4ar8g,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:20:21.444293Z,2023-12-09T10:20:40.756825Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3um5alb59o0ihhbg0,clq3um5alb59o0ihhbg0,Completed,,2023-12-09T10:20:08.924179Z,2023-12-09T10:20:27.936491Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3uhfcftmaupnrgut0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:19:49.2724Z,2023-12-09T10:20:12.78728Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3ua5alb59o0ihhapg,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:19:20.73618Z,2023-12-09T10:19:41.206596Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3u3vcftmaupnrgu5g,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:18:55.187792Z,2023-12-09T10:19:12.53333Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3tssqoufpj6pp9ep0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:18:27.211444Z,2023-12-09T10:18:47.130283Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3tmdalb59o0ihh9a0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:18:01.480243Z,2023-12-09T10:18:18.708325Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3tg5alb59o0ihh8qg,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:17:36.222067Z,2023-12-09T10:17:52.941468Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3t97cftmaupnrgsag,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:17:08.545396Z,2023-12-09T10:17:28.405915Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3t1lalb59o0ihh7p0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:16:38.059788Z,2023-12-09T10:16:57.419102Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3sqtalb59o0ihh7g0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:16:11.213655Z,2023-12-09T10:16:29.476644Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3sjkp2taogfc9u39g,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:15:42.630073Z,2023-12-09T10:16:02.442465Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3sbtalb59o0ihh660,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:15:11.347065Z,2023-12-09T10:15:34.428119Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3s47cftmaupnrgphg,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:14:40.882141Z,2023-12-09T10:15:02.947138Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3rt3537dd6q62fp30,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:14:12.161826Z,2023-12-09T10:14:32.400455Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3rltalb59o0ihh4h0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:13:43.585982Z,2023-12-09T10:14:03.359611Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3resqoufpj6pp99e0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:13:15.714766Z,2023-12-09T10:13:35.771577Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
clq3r8b537dd6q62fng0,clq3hdfcftmaupnrfq5g,Completed,,2023-12-09T10:12:49.83457Z,2023-12-09T10:13:07.42545Z,sampler,,ibmq_qasm_simulator,ibm-q/open/main,,0
